prompt_id,cluster_kmeans,cluster_final,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,Calidad,Seguridad,Creatividad,Sesgo
21,0,0,2.456317189164781,-14.553993326331872,3.343215867853439,-1.5700064411417043,-16.632857783837288,12.035521317919853,0.9490038179045992,-6.940555100255831,2.2703720725751717,8.00675990769131,0.2810721082812927,0.8328763395837893,-0.43511454356866464,0.45666454420080216,-0.9552743006950563
22,5,5,-2.480122292435154,9.110468386077843,10.708048145638571,-11.152206035166266,21.296336664607527,6.336594872238599,6.999296287380623,-0.3135541363736449,-8.850789686775123,0.767386518270312,-6.005232811564836,-0.28737794876869094,-0.5270667446258603,-0.9333032793254479,-0.566119211780071
23,2,2,-10.363773758318436,-5.5746805116063145,-8.750594271710014,-18.033571187130587,-2.3599881608638436,3.9532879783734267,6.062170585031097,3.987484654820687,0.6015928171843132,9.705013913482478,-4.539454622529996,-0.027404213047672155,-0.11217814681140506,-0.7653053855489003,0.07492240214155232
24,5,5,-16.26426637054138,9.385975536543278,-6.115992286794731,-5.219513437995815,6.090625072856844,-3.663039346115929,-2.1444371167712006,11.663743183636242,-2.434445614026396,-6.313764549956253,0.26331407158297154,-0.32533621664056595,0.14585164191009808,-0.46942070746926123,-0.310200726353004
25,1,1,4.559372214427777,8.737501680146497,-3.0375656296626703,-8.537124931219925,-10.141092178986252,1.9447155268745704,-1.2209394738303225,-5.230913871635372,-6.445000690316909,8.174522108341984,2.092881649354184,-0.9063922862824672,-0.2930080001895638,2.1209990311208347,-0.05016618662293465
26,8,8,10.414291708552573,-0.9304610623394504,-16.605690708496976,-0.6275535596921877,-3.0567277698632553,-0.14466384345304587,-10.596879967951972,1.143202177778862,-4.450931427907672,-3.2928576671862135,-2.083728774861445,-1.070673285597973,-1.1684381904367234,-0.05427663278506316,1.3291815350223644
27,5,5,-8.076139776268041,6.237446780871604,6.9757128623412035,7.587091141439037,18.494533066829124,5.054276409376188,9.846931378733533,2.1238951458892856,3.0151163029258847,11.01514947289462,0.11834428152367867,0.21156200468352715,0.5546542963118564,-0.8140047589447758,0.13684721760392984
28,4,4,13.513707307179068,9.350448176741589,13.0802212483522,12.869242293371235,8.262664986271242,-3.793874863118011,-4.457698796652146,-3.429031798015961,-3.226371103170074,-9.15873421680827,-3.7176028979787823,-1.1208519726204884,-0.7586468617304535,1.1901207306405712,1.863812958511732
29,2,2,11.921314983149848,7.693744059535482,-11.942623216424147,-5.616196682541804,-0.10817530165410738,7.630363802586648,3.9312013508399724,15.726770796345013,4.931276586592273,-3.831874798832474,-2.0398942585401456,-1.3065380844365024,-0.8326604053314727,0.6069783635831488,0.6030376602877243
30,6,6,-4.119980870374614,17.584053084721535,10.88169794955279,-3.319720049059811,6.429250190900397,-6.653225889313826,-8.29196397693836,-2.89866893297482,-0.24152814580597268,-2.6187024076206455,-6.226444517328549,-0.5308624890946178,-0.9150616543596956,0.9332343740990998,1.2919352278421024
31,3,3,-2.156445521582698,8.97801591634439,-21.190093111755786,8.108570059611251,-0.9735649577178432,-12.09518518568065,-8.056503405401523,-21.42444629740667,3.5458274115425477,-13.436419146049467,-1.9077966960234798,-0.5517712954874634,-0.02685755072547254,1.174621927835041,1.346454394653277
32,4,4,5.096190777895633,-12.709527409810578,-2.925307245565215,15.553980231811886,-8.807454205020468,-7.742921306858866,10.416744415992987,-7.8054188395851,-8.965525404149584,5.194698559602495,-3.3603205389575987,0.625712633573332,-0.3206615507243662,-0.7695335971608481,-1.0195329212020452
33,3,3,25.04194282998259,-4.095145761137585,-20.666891349739622,6.286506224185647,5.790919491666433,0.8152261411332683,-10.64852485148546,-7.570194654536601,-10.399237832853728,-20.053020277076907,3.012154435759211,-0.9648066824994975,-0.40520910288648454,0.7062371012362305,1.290669138575959
34,7,7,-14.13189764027476,7.97659808164754,1.4423971915969247,-5.448248499129738,-3.38806194082192,6.808789616300985,-1.6821129176960485,14.252055255987486,11.317738173047847,1.9499598082176683,1.3147713526248108,-0.13977570307587858,0.18626626624368114,-1.4804022011413782,-0.24614060231448104
35,5,5,-12.214815890302477,-1.5318156784508425,-4.945875737008575,2.673849273804767,7.9196741454274475,-6.586638870373288,3.905243118806766,7.402231961149175,-15.903985301922972,2.3299467221980756,-1.2254267541426664,-0.23962665309354855,-0.36940576611393844,-0.5868447471426534,0.10320831069135812
36,8,8,12.906343026666226,5.280679494712735,7.350401460169607,-15.69307279802459,-9.194604855904606,-17.608261200001905,4.488889625607111,-3.4029178746539777,5.334613992452037,16.425884609610264,-7.001910279645282,-1.1208363235866916,-0.8060846965875555,0.7896451266217056,0.7918229027047106
37,2,2,1.8134160213456398,-4.196401462522538,-12.396369015562447,-6.422213472487627,-3.100222417018919,3.0769380843812657,6.217155733427304,-1.508938753203647,-0.23376938618121396,9.286751475873794,2.87994861042338,-0.03071245118029502,0.5041494739340192,-0.4581398805862822,-1.1487347722149615
38,5,5,-10.51401799731241,16.44096999412217,-9.978858892418348,7.157871737455917,7.885539786729008,9.567721484599062,-4.448343004380734,11.305795254705089,2.322570193945117,-6.864583401091469,-0.24797736757772337,-0.4567605263600975,0.23975562260898636,-1.0405980742959235,0.8362436696340995
39,0,0,-8.090748782945045,-20.810965260422936,-6.8392432571071975,-9.505069568694683,-13.878339848656799,9.27652740557031,1.6893610796353544,7.3768885065274565,5.29077302187868,-9.915670926434487,-3.460421960496602,0.8968667029265187,0.32442508232017536,-0.3535718889119487,-0.8580848263478076
40,8,8,14.97264841224263,-6.303745336820564,-7.459449478425624,-0.7675853359032349,-11.451693871427699,3.286995341643864,-0.9446203834210767,3.528275418219342,5.561508275495708,0.6705477546620742,-0.2845611466111441,-0.6299510230062404,-0.9123167400635452,0.9026179705388963,0.2026331973142465
41,7,7,-16.81193613622291,3.742080050891606,22.37256057751238,-6.661523058291334,-9.045295332411582,12.576122453608,-3.419647298092005,29.225848300350055,13.061262090734926,6.936016475448567,3.465989704063962,0.5377946460447569,-0.21392082238869162,-1.6427921890804762,0.36277234299804845
42,5,5,-23.881850408221077,9.116881104077189,16.18545053367813,-8.81021529207256,-8.082583660004847,-2.8057400854454664,15.913743020041702,-1.5292610523368382,-3.7622528803260895,-5.1864409452360185,-5.662059385939101,-0.42816483264018884,-0.35497671725246677,-2.427702028987418,-0.0430155009036169
43,0,0,2.756648511508928,-20.89741293125056,-1.1203563603197275,4.465164547317891,6.263828495368504,4.311650664645703,-6.03920193176967,-3.7455470991933524,6.743877973209357,1.127944406669771,-0.22538034856594008,0.6465512638484184,0.22081241746306968,-0.2020598280462102,-1.0843035144040953
44,0,0,-1.5401905114939332,-17.520482171064813,-0.6144947873759529,13.53060890106533,-20.48371540965064,5.42116540059736,-7.794978903866785,-14.586283049553865,-5.891925950458179,-3.4933951745530445,5.020422407063929,0.980538520000007,-0.5647747886951116,-0.46646415137547814,-1.1261479370148624
45,5,5,-11.310214618824928,16.96314549148097,2.6825440995451464,-6.5149745603801446,5.272025218020239,-9.7908150630343,-0.7933727890041415,5.679724771018744,-18.275153114170113,-4.617725062119663,3.7489435234852824,0.6845252964470631,0.29743294984268925,-1.070363418317281,-0.37615867054598373
46,0,0,-16.893103493065535,-3.665016785323733,-8.034486281046426,2.562731198671961,-9.80664687829156,8.113330852089788,2.9573315904420654,-4.121122187693014,3.460018306780629,6.980810202213857,2.903597282512676,0.004525907350102343,0.21508362867320313,-1.8352237472186441,0.23486979421688484
47,0,0,-8.99390345403808,2.3526971373051024,3.706361348366986,-7.075173146901857,-20.445859531539195,9.123969350464286,-5.092663423840625,-1.0167890792240801,-4.99089459797674,6.7952460916386555,-0.6058960708974687,0.38984613500840226,-0.3978281406413932,-0.5717209213185896,-0.45556409169427275
48,6,6,13.732287142493526,1.3977121701434345,5.057620976195365,2.6035716490578764,9.93347878554828,-2.367397099098416,-19.4585798731079,4.160185249016558,4.914790215380431,-9.463465488041459,0.38029175464618203,-0.9608251053117582,-0.7541177412730018,1.3662119717541519,0.10198660956074372
49,3,3,4.484559514415825,10.960349191530034,-22.39026340016229,0.6121184852307338,-6.836196612739771,-5.650472793736582,0.3249188627930811,3.0383035354998955,-5.718667569389029,-10.359708871478022,14.0845715509477,2.543515416875568,2.591930014372955,0.521488346892044,0.011359724122137222
50,7,7,-6.9324558827775595,20.816430152015165,10.480360052546938,-4.375316916236726,-9.56778742971017,-11.185277246133987,28.8848785312741,-3.8609003333405516,11.368876177319912,10.725394364429777,7.202074971129179,-0.2249004107352254,0.09318578071252556,-1.0826750582532603,0.6865996719046463
51,8,8,-0.6123130103294938,-13.833825177137335,-18.83124184010361,-10.412367199245857,-17.926603383952493,-1.6920167866416742,-8.537315171818856,-5.036703493528905,6.555093451226639,4.799614993283584,-0.650826442528119,0.31342681003946293,0.00828041380763509,-0.046983812285135415,-0.8187032572428272
52,8,8,3.3007277934029435,-5.472974420354298,-16.114009873609913,15.465990388054651,3.553995233504629,-10.104491552693684,6.508639165827557,-1.3732857770253117,5.232555214680194,5.96124234256397,-1.4503726472167955,0.33010843574821,0.2970587247227831,-0.882757688018771,-1.0895714501326519
53,1,1,-0.4168413137192677,2.773346551365415,-10.341695901115491,4.3656674644255675,12.656784243548936,2.249027302063325,-5.440947841617903,3.22902213370792,1.7683000351267657,13.724450681369525,7.0721072058271925,0.21542595719824198,-0.03802364592446626,-0.9089340985222508,-1.0785634497001655
54,6,6,-2.659974864262793,9.483966165503533,7.940707652011091,-14.484342950559611,3.2612521770885636,8.570131599407397,-8.790444200433118,-1.8428338595014224,-8.696020579391808,0.46723926160281526,-3.2398353351836437,-0.5327497721621623,0.4866594829722364,-0.678246599704962,0.5743398419323287
55,0,0,0.08499722680016504,-13.997765447633062,11.206619295817731,-1.3676168947892793,-8.51460546172499,5.373152557367989,-1.799402819168545,5.795049049404779,0.12495512244324343,-12.843110728439022,2.3922449217338846,0.9216559625482281,1.1349776361575143,0.12618773133648978,-0.5741095513915042
56,0,0,-8.546767935862558,-10.594519507282998,2.1480628880532224,-6.732772510073715,-5.287970505310865,8.836566257058845,-2.5821971242660853,-3.604970110702352,6.664765379188975,-2.186854263058073,1.9335873769607437,0.8234255190439045,0.44211470893419913,-0.0787860037847675,-1.7218282354833079
57,4,4,-0.2053733958987091,13.911507946815998,0.3622817617635156,15.9940465586075,6.063846421002334,1.565370972710982,9.870691428568763,-0.4926217978523503,-8.020949092207227,0.586898025008144,-2.408252841267557,-0.9942914924443326,-0.3450643393549819,1.1741670714740409,0.9222872452264946
58,4,4,18.801054003726975,4.8101742759245605,8.561152045669951,9.051481360036773,0.18585078183952933,-6.264953304529613,4.907947894736695,6.964643789517797,-3.021695141156773,3.6062403135580117,-3.5026234083681156,-0.8321114452463417,-0.07248281567101035,0.9285595389395864,1.1937573137248867
59,0,0,-9.47103695104434,-23.070701879704984,-5.136932171215186,2.2051054246000907,7.166125324006555,3.750200302256628,-5.548013606962953,-2.7216098544450475,-11.122675216142554,0.420150673539105,-3.644344425972856,0.6549361650737664,0.5122729720248775,-0.380171294926854,-1.1692699086474054
60,8,8,3.8950363631073945,-4.1664248674676365,-3.645499915006416,7.259091297103961,-0.8940208123597583,-14.589317657620962,6.923070940541743,6.482375730183993,-15.106309194924489,5.299513877174509,-5.568617043827306,-1.1821418297078794,-0.5786619792820046,1.1409737556388933,1.054258291134383
61,7,7,-16.95131784176095,5.813743205598954,14.017550975522763,-9.045945525505104,-19.21543262940971,-3.5428580097377065,-5.226529248475229,3.303986280878978,9.073325277288175,3.623806279389842,-1.0602870768770214,0.4230355959571912,-0.028890898805087568,-0.7303463035494759,-0.4424792814704014
62,4,4,9.814180895581503,-13.458284845065563,7.940269500795831,6.1909193187035365,-0.0009615863973770266,-1.2190327945629165,22.055135304551207,-9.776639198331047,5.762482661534977,-10.564282465121215,1.5901684917991612,0.24020829343686828,1.0273485191070268,-0.09602628144947885,-1.0008723460567475
63,2,2,4.121355574714075,11.742639993467762,-6.532877782339035,-5.685723133393671,14.932129003537748,3.439691322510624,10.765698998862431,7.196970928527357,4.5780791811879995,1.2628886079521904,-4.10590456549562,-1.427964895077081,-0.0730950970155159,-1.0053745001461163,-0.15903622162425032
64,6,6,-6.0250434421331756,-2.571521708754175,3.6885970330462055,2.154702312770815,-2.039685262551585,6.071618670095723,-15.800182404829233,-6.980082119165349,4.48177815921288,4.283881117377021,-6.063693177490716,-0.9409156273844694,-0.8984132694545819,-1.4031767530070796,-0.19678802792532113
65,6,6,-4.971291917330431,0.37236942731516637,-5.711630358477456,-4.628677580200906,7.92801371118991,0.4087704809840802,-18.596942134248426,12.607803019047136,10.030252996425723,-13.330765151118628,0.008635095141050833,-0.3154169420914045,-0.1726174681154617,-1.2994863054032322,1.019334888304898
66,5,5,-9.214591598273056,-11.835299605284947,-0.6401682607422559,-8.914254575794313,8.883984908985356,2.0458948178880956,7.046377380704186,19.113722549014977,8.184995483963954,-2.327891115455122,-3.135475620644759,0.5845038546474004,-0.6407879167168952,0.10284161303190091,-0.28778804658011836
67,0,0,-15.132344551512618,-22.00543531423467,-7.0954901910449495,-6.780397436312345,-0.883084950725971,-3.31214048137001,8.82110031791376,13.107003083389305,-7.2253019503305165,-3.8357120041439927,-1.0052653813888932,0.10399526404404162,0.4172371307683621,-0.8570611213244461,-1.9696536686040953
68,2,2,-14.560424646523757,20.12345457121268,5.6828062168653,-8.368735379933225,-5.102102725594741,16.295001339991046,3.7336378478222985,-10.945523735524269,12.576357179611492,-0.6318925973875972,0.15528980622358737,-0.6187945875652044,0.06830577522969482,-0.2947858510370704,0.6742153449989854
69,6,6,6.5614332692292505,2.7475603552809744,12.730702109414096,2.479750344261502,-6.598515800661122,19.26156727404455,-23.303918467956954,-13.166758944689962,-12.034059368102557,-1.9476229118376165,-3.670426275399653,-1.0282010218224067,-0.47822020432619594,1.1294017546033852,0.7690106720675781
70,2,2,-5.761996270342846,-1.9600899710551711,-12.095603443731584,-15.917087610016337,-4.229870954809423,-9.202902365182684,3.067344848782523,-4.351830062565971,4.914291069803922,6.447209839040672,-2.8309161105602607,0.7489017785949275,-0.9378903292025121,0.2619901634319742,-0.7884935897918788
71,0,0,-3.5637181745785784,-13.872969122627035,5.179540269897711,7.91100700552899,-8.640350255445833,0.697629946386971,1.6392765929505346,6.841492516563706,-0.9140748159979398,-5.066768720756058,-2.3122577132953177,0.03383701823550346,0.570503421317982,0.33762859065636464,-1.12705962767608
72,4,4,18.50602925720116,-2.446369507448343,0.9223282213412699,11.461713121866861,-9.302192325620517,0.5540388212697301,-3.345717053047312,-10.860310098148052,-3.981099850419295,-6.443696584506983,1.2352188087084461,-0.5779251459147673,-0.47954088131406153,0.567454582294422,1.1580495422170034
73,5,5,-19.572948035937365,3.453991794151844,12.931358378497013,3.269101013067063,8.502188976732837,13.949004224784106,5.943153837829278,3.3866756693886013,-7.876948649218551,-16.862106453761466,11.404504101453272,2.639317004458815,2.693327543147073,-1.1061533652698978,-0.6868799344165035
74,1,1,24.348493050432072,4.838999227680024,16.067692740971957,-12.287651962096284,-5.313522970822284,-0.07616789242928626,-6.206892408814779,1.7757238295326692,0.2081535042214154,-6.5709546461418205,13.069202659668182,2.717661842933454,2.7762486430362885,1.3072932124079941,0.7928295837659727
75,7,7,4.8383037107829345,-11.997594537100527,14.419931427142767,0.28769143505329403,2.1292296052339625,-2.043496541535931,1.7472335707683928,-2.269060183629838,13.606064817177552,0.2582203555572509,1.2953393048677557,0.626046391970546,0.22425781962479166,-0.3287384845872733,-1.641481394480915
76,4,4,25.3487678155858,4.026154382667834,11.914630597937984,12.349969424708087,-1.237388357082783,-5.23174489171282,-8.59911852449367,0.02607111163229187,-9.132631173079991,-2.0666640398230007,-6.944620304828645,-1.1645156614244176,-0.6480935353186305,-0.031807218032897974,1.1300079756053605
77,1,1,6.798178372817685,-12.95552306468157,-3.9790212220120105,-7.333417949303438,5.982498169702593,-10.972028870179082,7.411987923176868,-6.469871475749107,5.898201386029309,0.29085011989854087,5.323532852293465,0.7447038570301764,1.1480286113289244,-0.28542122013913496,-0.9885740997623509
78,8,8,0.10359732818402138,-18.816322265523603,-11.342886020023842,7.225173428165482,-3.8580603422743533,-5.765186007085334,10.509367529097162,12.04224953610562,7.903301103182551,2.3766718755572445,-3.4414629984893472,1.0045365534224084,-0.05588980948485478,-0.7530816458058265,-0.8368249508480172
79,4,4,10.384438823247272,12.526031527546877,5.782654843968896,6.725667514168489,-9.76945296242336,-0.06847099233275653,5.460628879954749,-4.010159740607449,-6.645004587477517,-18.99865048911315,-3.614427384213034,-0.37448296747868215,-0.29789931742769615,0.955771834896441,0.1603327241931723
80,7,7,1.6991210834152122,-11.450718997147302,11.684016917378454,-8.124737638346618,13.631254101412562,-3.3435508418993374,-1.6131845502693123,10.189542604691175,-6.542185554202677,7.868013254635955,3.2603904126505845,0.3129224062677729,0.5486665791475906,-0.6733555038336199,-0.5824815826223145
81,0,0,-10.174442629833546,-10.15113385766271,10.946147279488656,6.355466674687316,-8.496627845435784,3.3691919144476503,4.6106325532858525,2.6239881070561513,-4.225130915189148,-3.312189226775033,5.195886068909785,0.5253946957498518,0.8337599058302855,0.025297778143376082,-0.5408117574113979
82,0,0,-4.071247213293986,-27.161895151611866,-4.723471025133503,7.806211930607963,-5.388686740066593,12.566583193645785,-2.980416098450801,1.1522680419679456,-4.014396033442304,5.9086929049266015,-2.1056892741988604,0.17945508523492054,0.22436354734967906,0.5325746386938712,-1.471973250963419
83,4,4,17.465876426597635,11.23247914387033,-5.051782817141715,7.384012127493516,-10.016711557521475,-0.06458212380550085,12.048915624850046,-5.230541640693521,-11.833705018380703,-7.178885734152521,-0.513689723236247,-0.9223018534721128,-1.677095265153941,-0.06904423920297502,0.15314406830955807
84,3,3,4.797464108657131,11.690344360043055,-18.516211975151805,1.111851486468512,-8.790200010885753,-1.8856954330288005,-15.378055795312202,-13.877543558799335,10.81241495391788,-21.031979250588584,0.9866943680877737,-0.1844560962266927,-0.37924130582903504,0.927465957948111,2.0316237534198835
85,0,0,-2.061966533510494,-14.354012260598385,3.5726946890112385,2.1940440124176273,3.601672096810277,10.747569035511601,-9.8246507427254,-6.104701443335061,-3.8167884719706473,-14.728627642933013,-1.0288407347992534,0.8466063969283859,0.9250260015051402,-0.7006390160761545,-1.2398909589355611
86,8,8,-6.328301562629561,7.1837325322334085,-1.7652062056113345,-0.21188852872086428,-2.8354930847498863,-13.338047266227965,-6.741377299492034,15.549443083629525,1.416449495273299,10.590995589851676,-1.1229488909180396,-0.6888593663409068,0.33701685780977025,0.09285323967924171,0.17788141543901329
87,5,5,-7.57508952584145,5.043453188965239,12.358560164469534,-4.028675095563447,15.61810717024833,0.601200937374483,-0.26054637596386077,-1.7077228851607047,6.237215071440889,-3.1711071686302437,-1.0643221183456961,0.1291031854096771,-1.0944253989797617,-0.7539840782819925,0.8320186074393245
88,3,3,2.0749944920637406,-1.0952239004622404,-7.482966085147625,12.004897605520537,-1.09066440092504,2.001942163649531,-6.327005032647185,-0.7970764217673166,5.297740394789859,-11.751477929428688,-1.4353650595693084,0.4185042498939199,-1.1164003538484042,0.9090894139735797,0.4999551479835757
89,8,8,17.834920806232212,13.95130010409918,-7.294833999403072,-2.0993752784827038,-5.584403285961767,1.3006162561297867,-2.4483182912477086,6.6646759136377955,0.029357215159339152,4.865530869736114,-3.7476990217437813,-0.7962049319971187,-0.3130751998247065,0.7321089351951073,1.5918085026220463
90,2,2,17.347388368443738,-7.387811232138599,-4.528819967358036,-7.755413992510115,5.19260871537275,-0.07012536668089547,-7.7085807195391896,-10.735253513582496,1.8738896279636001,7.375231026742129,-5.056752140541773,-1.069101518910411,-0.8764710705033505,0.7368632663480126,1.340499349729471
91,3,3,-5.725399717726233,3.0972502001524735,-13.516047443191358,5.736982662682284,-21.752829978343907,-10.53045915289739,-3.408570208367268,-5.0869294775992575,-3.4897845075576965,-7.291195571545613,1.9498510826628201,0.8603079887653982,0.0655487498678474,0.10121431163598649,-1.0144954255764982
92,5,5,-18.67111313295913,12.67694915722362,2.081824297595608,2.4916096416626092,8.361674635270512,2.739090176015448,3.419445008468086,6.51307778649052,3.313141100759135,-2.2554937714375565,1.104423104017406,-0.3798476574564861,0.9035979762811932,-1.741474428499923,-0.1004650854007666
93,8,8,4.643048982510632,-0.956837865484745,-17.83561205063277,6.421182553823318,-6.118138839444151,-5.474642438976574,4.52870768063742,-5.681707516090224,-1.6998321865917083,3.707147222713205,-4.560673231288024,-0.81648117139424,-0.044940881621016115,0.843544769020055,1.2559360559967434
94,6,6,12.85068427668076,0.7347549704626243,-1.6093688136768887,-9.96319304973916,10.630804280711457,-9.308076396449612,-3.1814467128052892,-1.7129309413677796,-19.168487334682588,6.084137657122605,0.5345402806068703,-0.03270967044436428,-0.949369303420528,0.8405706601930583,-0.07243982547060576
95,5,5,-7.865697238819831,-6.086184788747211,-6.572819861577128,0.6244536806210854,8.863484430851312,9.951540009259205,7.183977959803689,10.032828899873115,-4.389031161978705,11.470166906504039,-0.6891867727545715,-0.1643920522905305,0.41318155400426404,0.13615479904362257,-1.3325210245941321
96,2,2,-12.195416639376322,-7.584320416876342,-8.79784196855137,-9.098944598592823,7.506661821165208,-5.716620776905123,14.59630175023849,-12.185930201470862,9.674179237777004,13.225568869266992,-1.4820959287583813,-0.37543267393260865,1.0004204254616256,-0.8496241757487635,-1.1329397873901854
97,5,5,-15.909988946327614,7.0688572785847645,-7.914960188525855,-7.246908587406667,13.766846748323509,-0.6458802729215725,4.576382696194459,0.4397128075753922,-7.628125507906882,-1.6869686882855557,2.7954686204675165,0.7077843775833943,0.9397249756816217,0.3119375975090739,-1.5107490802070362
98,5,5,-10.114221619819942,17.059929497723118,11.502585425088677,-0.8461314870929877,-6.965555827002823,0.49521875255070247,7.89361291434938,6.763790329446378,-10.996715876832104,-7.42147068774666,-1.3111274840931253,-0.9842845134395123,-0.2372833114605193,-1.4036335993077205,0.2423007588429432
